loan_amnt,term,int_rate,sub_grade,verification_status,addr_state,dti,open_acc,revol_util,total_acc,last_fico_range_high,last_fico_range_low,avg_cur_bal,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,pct_tl_nvr_dlq,loan_status
12000.0, 36 months,9.76,B3,Source Verified,MO,25.95,15.0,42.8,25.0,744.0,740.0,2098.0,381.0,28.0,75.0,Fully Paid
8725.0, 36 months,27.31,G2,Verified,LA,19.41,5.0,59.3,12.0,539.0,535.0,5887.0,18.0,3.0,91.7,Fully Paid
1000.0, 36 months,11.48,B5,Verified,CA,18.36,14.0,35.5,19.0,669.0,665.0,4057.0,153.0,2.0,94.7,Fully Paid
15000.0, 36 months,12.59,C2,Not Verified,IN,16.39,14.0,22.0,20.0,744.0,740.0,6625.0,48.0,2.0,94.7,Fully Paid
14000.0, 60 months,17.27,D3,Verified,GA,33.84,29.0,65.2,59.0,624.0,620.0,26632.0,137.0,15.0,88.6,Charged Off
35000.0, 36 months,19.48,E2,Verified,PA,27.64,24.0,82.7,47.0,674.0,670.0,7267.0,140.0,8.0,95.7,Fully Paid
10000.0, 36 months,10.78,B4,Not Verified,CT,35.69,13.0,23.4,24.0,564.0,560.0,4362.0,75.0,11.0,100.0,Charged Off
3700.0, 36 months,13.67,C4,Source Verified,NV,35.26,19.0,42.3,30.0,639.0,635.0,19634.0,139.0,9.0,100.0,Fully Paid
5000.0, 36 months,11.48,B5,Verified,CA,28.49,25.0,18.0,53.0,649.0,645.0,2936.0,45.0,1.0,97.9,Fully Paid
1000.0, 36 months,13.67,C4,Source Verified,CA,10.82,5.0,82.9,13.0,569.0,565.0,2228.0,117.0,9.0,84.6,Fully Paid
21600.0, 60 months,13.18,C3,Not Verified,AK,34.02,17.0,63.5,27.0,604.0,600.0,16711.0,236.0,19.0,81.5,Charged Off
5000.0, 36 months,11.99,C1,Not Verified,MD,26.09,10.0,51.5,40.0,699.0,695.0,8117.0,312.0,1.0,87.5,Fully Paid
18500.0, 36 months,14.48,C5,Verified,NJ,30.96,13.0,25.9,29.0,589.0,585.0,3928.0,136.0,2.0,75.9,Charged Off
15000.0, 36 months,9.8,B3,Not Verified,VA,27.01,21.0,81.6,48.0,504.0,500.0,6800.0,250.0,0.0,83.0,Charged Off
15000.0, 36 months,11.48,B5,Not Verified,TX,17.47,9.0,78.7,14.0,669.0,665.0,35275.0,186.0,19.0,100.0,Charged Off
8025.0, 36 months,11.22,B5,Verified,WA,22.14,13.0,43.3,31.0,679.0,675.0,3370.0,191.0,4.0,96.8,Fully Paid
12375.0, 36 months,18.2,E1,Source Verified,FL,27.22,19.0,73.7,39.0,699.0,695.0,13183.0,247.0,3.0,92.3,Fully Paid
30000.0, 60 months,9.17,B2,Not Verified,WA,24.84,12.0,65.0,30.0,734.0,730.0,18367.0,146.0,4.0,96.7,Fully Paid
20000.0, 36 months,7.26,A4,Not Verified,HI,11.23,12.0,84.9,17.0,764.0,760.0,10144.0,152.0,35.0,88.2,Fully Paid
6025.0, 36 months,14.85,C5,Verified,MA,23.81,11.0,78.1,15.0,709.0,705.0,4013.0,114.0,36.0,86.7,Fully Paid
9800.0, 36 months,8.38,B1,Source Verified,TX,23.09,13.0,30.8,28.0,719.0,715.0,2109.0,531.0,20.0,100.0,Fully Paid
32850.0, 36 months,13.18,C3,Source Verified,NC,13.86,8.0,26.8,19.0,779.0,775.0,3814.0,90.0,12.0,89.5,Fully Paid
20000.0, 36 months,10.64,B4,Source Verified,MA,7.38,8.0,16.5,10.0,694.0,690.0,4421.0,80.0,9.0,90.0,Fully Paid
35000.0, 60 months,12.59,C2,Verified,MS,34.14,14.0,44.8,39.0,679.0,675.0,16607.0,316.0,16.0,94.9,Fully Paid
10000.0, 36 months,7.89,A5,Source Verified,NJ,15.72,17.0,44.0,47.0,744.0,740.0,15439.0,398.0,7.0,100.0,Fully Paid
35000.0, 36 months,18.49,D5,Verified,FL,18.31,9.0,90.6,37.0,584.0,580.0,53722.0,211.0,9.0,100.0,Fully Paid
4325.0, 36 months,16.55,D2,Not Verified,MS,37.4,9.0,33.6,22.0,759.0,755.0,19647.0,257.0,40.0,77.3,Fully Paid
7200.0, 36 months,12.59,C2,Source Verified,FL,24.2,15.0,23.8,19.0,719.0,715.0,10030.0,44.0,8.0,100.0,Fully Paid
3000.0, 36 months,19.89,E3,Verified,CA,35.33,16.0,29.3,19.0,689.0,685.0,3606.0,43.0,3.0,100.0,Fully Paid
16800.0, 60 months,13.67,C4,Verified,CA,16.98,15.0,79.2,20.0,714.0,710.0,5348.0,168.0,2.0,95.0,Fully Paid
12825.0, 36 months,12.59,C2,Source Verified,UT,29.03,9.0,86.0,21.0,684.0,680.0,46029.0,119.0,48.0,100.0,Fully Paid
10400.0, 60 months,20.99,E5,Verified,TX,24.01,5.0,57.6,6.0,724.0,720.0,2164.0,43.0,4.0,100.0,Fully Paid
5000.0, 36 months,7.49,A4,Verified,NY,32.07,11.0,17.6,30.0,709.0,705.0,6696.0,186.0,12.0,96.7,Fully Paid
16000.0, 60 months,27.88,G3,Verified,OH,27.15,13.0,22.8,37.0,574.0,570.0,12220.0,155.0,3.0,83.8,Fully Paid
4000.0, 36 months,11.99,C1,Verified,MO,23.23,5.0,72.6,31.0,784.0,780.0,4030.0,136.0,18.0,100.0,Fully Paid
12000.0, 36 months,8.38,B1,Not Verified,TN,16.09,6.0,17.1,6.0,699.0,695.0,5967.0,104.0,12.0,100.0,Fully Paid
10000.0, 36 months,11.99,C1,Source Verified,AZ,18.84,11.0,32.1,19.0,714.0,710.0,17085.0,85.0,3.0,89.5,Fully Paid
12000.0, 36 months,16.99,D3,Source Verified,TX,21.9,8.0,83.3,22.0,679.0,675.0,17801.0,174.0,4.0,81.8,Fully Paid
24000.0, 36 months,10.78,B4,Verified,CA,23.39,15.0,70.1,32.0,694.0,690.0,20394.0,411.0,27.0,96.9,Fully Paid
6500.0, 36 months,13.18,C3,Source Verified,NC,35.61,8.0,96.2,31.0,719.0,715.0,22713.0,138.0,6.0,65.5,Fully Paid
15000.0, 36 months,9.17,B2,Source Verified,FL,8.76,7.0,39.9,13.0,719.0,715.0,2019.0,368.0,4.0,100.0,Fully Paid
3600.0, 36 months,12.59,C2,Source Verified,NY,35.55,7.0,12.9,24.0,599.0,595.0,1095.0,174.0,8.0,100.0,Charged Off
15000.0, 60 months,11.48,B5,Not Verified,CA,31.58,10.0,32.1,31.0,689.0,685.0,4786.0,274.0,23.0,89.7,Fully Paid
5000.0, 36 months,11.22,B5,Verified,AZ,13.16,7.0,45.8,16.0,704.0,700.0,2421.0,119.0,39.0,93.7,Fully Paid
8000.0, 36 months,15.77,D1,Verified,NY,7.19,6.0,56.1,7.0,649.0,645.0,5522.0,51.0,6.0,100.0,Charged Off
4000.0, 36 months,9.17,B2,Source Verified,FL,11.15,9.0,65.7,13.0,574.0,570.0,2513.0,120.0,19.0,100.0,Fully Paid
30000.0, 60 months,17.57,D4,Source Verified,CA,16.46,13.0,63.3,28.0,739.0,735.0,23562.0,219.0,31.0,96.3,Fully Paid
15000.0, 60 months,21.99,F1,Verified,CA,21.34,23.0,47.0,31.0,569.0,565.0,4185.0,184.0,1.0,100.0,Charged Off
10000.0, 36 months,9.76,B3,Not Verified,AR,23.4,9.0,57.3,18.0,754.0,750.0,3939.0,335.0,10.0,100.0,Fully Paid
10000.0, 60 months,15.41,D1,Not Verified,OR,18.89,9.0,67.5,36.0,714.0,710.0,32767.0,125.0,7.0,100.0,Fully Paid
34300.0, 36 months,16.55,D2,Verified,LA,28.29,17.0,57.7,23.0,569.0,565.0,4003.0,100.0,15.0,100.0,Fully Paid
1650.0, 36 months,18.2,E1,Source Verified,NM,21.31,7.0,55.0,7.0,659.0,655.0,2838.0,40.0,4.0,100.0,Fully Paid
22400.0, 60 months,10.64,B4,Not Verified,MA,15.37,8.0,43.8,19.0,769.0,765.0,7384.0,77.0,12.0,100.0,Fully Paid
25000.0, 60 months,11.99,C1,Not Verified,GA,17.36,16.0,46.2,34.0,699.0,695.0,30766.0,260.0,26.0,100.0,Fully Paid
32000.0, 36 months,13.67,C4,Verified,CA,24.84,52.0,9.8,71.0,579.0,575.0,2278.0,135.0,1.0,98.6,Charged Off
12000.0, 36 months,6.89,A3,Not Verified,VA,12.5,14.0,43.6,21.0,729.0,725.0,31779.0,144.0,8.0,85.7,Charged Off
14800.0, 36 months,5.32,A1,Source Verified,CO,18.54,20.0,47.0,30.0,639.0,635.0,16264.0,122.0,9.0,96.6,Charged Off
18000.0, 36 months,15.77,D1,Verified,MI,38.04,19.0,65.2,28.0,519.0,515.0,3490.0,225.0,14.0,92.9,Charged Off
10000.0, 36 months,10.64,B4,Source Verified,CA,11.69,12.0,22.9,34.0,669.0,665.0,568.0,205.0,7.0,87.1,Fully Paid
2150.0, 36 months,9.17,B2,Verified,TX,4.6,11.0,0.0,24.0,574.0,570.0,27232.0,215.0,7.0,100.0,Fully Paid
6000.0, 36 months,7.91,A5,Source Verified,CA,18.49,10.0,31.6,28.0,654.0,650.0,756.0,169.0,1.0,92.9,Fully Paid
7875.0, 36 months,11.99,C1,Verified,CO,24.73,11.0,73.1,14.0,674.0,670.0,31545.0,133.0,10.0,100.0,Fully Paid
5000.0, 36 months,7.89,A5,Not Verified,NY,27.37,9.0,12.2,21.0,724.0,720.0,3704.0,240.0,1.0,95.2,Fully Paid
8000.0, 36 months,8.38,B1,Source Verified,CA,23.02,8.0,34.4,13.0,724.0,720.0,4546.0,109.0,13.0,100.0,Fully Paid
20000.0, 60 months,13.99,C4,Source Verified,NJ,8.7,15.0,62.8,25.0,724.0,720.0,3436.0,135.0,22.0,100.0,Fully Paid
8000.0, 36 months,9.17,B2,Verified,TX,29.66,11.0,72.8,19.0,749.0,745.0,4347.0,118.0,7.0,94.7,Fully Paid
21000.0, 60 months,21.48,E5,Source Verified,OH,17.65,30.0,49.1,48.0,544.0,540.0,10138.0,132.0,2.0,91.7,Charged Off
35000.0, 60 months,17.86,D5,Source Verified,TX,26.93,17.0,84.2,28.0,659.0,655.0,14279.0,219.0,5.0,96.3,Fully Paid
9000.0, 36 months,11.99,C1,Not Verified,FL,23.76,9.0,37.9,21.0,684.0,680.0,42974.0,197.0,3.0,94.7,Fully Paid
15000.0, 36 months,7.49,A4,Verified,WV,8.7,5.0,35.2,21.0,759.0,755.0,33067.0,458.0,20.0,100.0,Fully Paid
8000.0, 36 months,7.89,A5,Source Verified,NY,12.93,11.0,22.4,25.0,554.0,550.0,2875.0,246.0,4.0,92.0,Fully Paid
3500.0, 36 months,11.48,B5,Source Verified,NY,10.72,18.0,20.6,50.0,664.0,660.0,454.0,300.0,1.0,100.0,Fully Paid
5000.0, 36 months,11.48,B5,Verified,TX,32.55,9.0,63.1,31.0,664.0,660.0,8724.0,180.0,10.0,90.3,Fully Paid
5000.0, 36 months,11.99,C1,Source Verified,NC,6.98,7.0,25.8,9.0,574.0,570.0,645.0,224.0,2.0,100.0,Charged Off
35000.0, 60 months,17.57,D4,Source Verified,AR,6.34,9.0,52.3,20.0,699.0,695.0,19985.0,187.0,7.0,100.0,Fully Paid
8000.0, 36 months,14.48,C5,Verified,LA,32.19,21.0,79.9,42.0,544.0,540.0,5539.0,182.0,19.0,97.4,Charged Off
15000.0, 36 months,9.76,B3,Not Verified,WA,24.56,9.0,28.3,16.0,704.0,700.0,34750.0,185.0,15.0,100.0,Fully Paid
16000.0, 36 months,9.8,B3,Source Verified,AZ,9.41,19.0,51.5,35.0,724.0,720.0,17611.0,121.0,8.0,96.9,Fully Paid
7000.0, 36 months,9.8,B3,Source Verified,NC,12.94,15.0,69.1,22.0,664.0,660.0,6369.0,248.0,17.0,85.7,Fully Paid
16000.0, 36 months,5.32,A1,Not Verified,WI,26.88,27.0,33.6,49.0,724.0,720.0,2214.0,147.0,3.0,98.0,Fully Paid
8000.0, 36 months,8.38,B1,Source Verified,CA,14.06,10.0,87.3,33.0,759.0,755.0,5442.0,325.0,27.0,81.8,Fully Paid
20000.0, 36 months,7.91,A5,Source Verified,MT,25.37,19.0,52.1,38.0,589.0,585.0,2122.0,465.0,1.0,100.0,Charged Off
6025.0, 36 months,12.59,C2,Source Verified,MA,12.99,5.0,93.3,8.0,704.0,700.0,5637.0,70.0,23.0,100.0,Fully Paid
12000.0, 60 months,12.59,C2,Not Verified,FL,12.74,13.0,37.0,15.0,774.0,770.0,8061.0,91.0,5.0,100.0,Fully Paid
15000.0, 36 months,9.8,B3,Source Verified,LA,2.73,2.0,78.6,6.0,619.0,615.0,1611.0,115.0,3.0,100.0,Charged Off
12000.0, 36 months,7.26,A4,Verified,KS,24.79,16.0,42.2,27.0,664.0,660.0,5091.0,158.0,2.0,100.0,Fully Paid
8000.0, 36 months,11.99,C1,Not Verified,PA,26.99,9.0,31.2,17.0,719.0,715.0,3061.0,122.0,12.0,88.2,Fully Paid
13400.0, 60 months,16.55,D2,Not Verified,IN,31.45,8.0,10.4,17.0,599.0,595.0,4686.0,63.0,22.0,100.0,Charged Off
10000.0, 36 months,6.89,A3,Not Verified,FL,11.32,11.0,27.6,15.0,719.0,715.0,10836.0,84.0,3.0,93.3,Fully Paid
2500.0, 36 months,10.64,B4,Verified,MD,17.19,10.0,75.2,15.0,674.0,670.0,2827.0,120.0,19.0,92.3,Fully Paid
8000.0, 36 months,10.64,B4,Source Verified,VA,10.23,7.0,57.4,15.0,534.0,530.0,1278.0,345.0,4.0,100.0,Fully Paid
10000.0, 36 months,8.38,B1,Source Verified,FL,12.39,14.0,50.4,33.0,734.0,730.0,35532.0,274.0,4.0,96.4,Fully Paid
18875.0, 60 months,16.55,D2,Source Verified,TX,28.02,14.0,46.5,43.0,684.0,680.0,18846.0,190.0,6.0,87.8,Fully Paid
10000.0, 36 months,7.89,A5,Verified,NC,23.07,10.0,99.6,15.0,579.0,575.0,48913.0,273.0,23.0,100.0,Fully Paid
32000.0, 60 months,17.97,D4,Verified,GA,7.8,17.0,19.1,46.0,724.0,720.0,1132.0,195.0,7.0,97.6,Fully Paid
2000.0, 36 months,13.44,C3,Verified,NY,28.23,4.0,99.7,15.0,654.0,650.0,3642.0,151.0,7.0,100.0,Fully Paid
6000.0, 36 months,12.88,C2,Source Verified,IN,9.68,5.0,65.3,22.0,549.0,545.0,22563.0,90.0,8.0,86.4,Charged Off
24475.0, 60 months,24.24,F3,Source Verified,TX,13.55,14.0,10.4,17.0,664.0,660.0,1104.0,109.0,1.0,100.0,Fully Paid
25000.0, 60 months,9.17,B2,Source Verified,OR,19.19,9.0,84.9,31.0,709.0,705.0,10200.0,163.0,11.0,86.7,Fully Paid
6550.0, 36 months,11.99,C1,Not Verified,MO,11.53,7.0,61.0,21.0,654.0,650.0,2173.0,251.0,7.0,76.0,Fully Paid
35000.0, 36 months,7.26,A4,Source Verified,AR,13.56,12.0,4.3,30.0,664.0,660.0,38653.0,222.0,37.0,100.0,Charged Off
7500.0, 36 months,10.64,B4,Verified,WA,36.25,14.0,68.2,36.0,709.0,705.0,17541.0,146.0,8.0,100.0,Fully Paid
11500.0, 36 months,9.17,B2,Source Verified,MT,17.15,4.0,57.3,12.0,719.0,715.0,6647.0,53.0,22.0,91.7,Fully Paid
4925.0, 36 months,23.99,F3,Verified,NY,17.79,11.0,17.1,13.0,644.0,640.0,3213.0,245.0,1.0,92.3,Fully Paid
35000.0, 60 months,23.99,F3,Verified,LA,9.23,8.0,67.0,34.0,634.0,630.0,11764.0,168.0,6.0,97.0,Fully Paid
9000.0, 36 months,13.18,C3,Verified,NY,35.59,8.0,77.1,23.0,569.0,565.0,6425.0,140.0,20.0,100.0,Charged Off
28000.0, 60 months,9.17,B2,Not Verified,NY,29.01,15.0,52.3,29.0,779.0,775.0,14985.0,376.0,9.0,96.6,Fully Paid
7000.0, 36 months,7.26,A4,Verified,AZ,3.36,4.0,62.6,7.0,539.0,535.0,57638.0,246.0,30.0,100.0,Fully Paid
3000.0, 36 months,9.17,B2,Not Verified,CA,5.28,5.0,43.9,9.0,759.0,755.0,9797.0,125.0,7.0,88.9,Fully Paid
24000.0, 36 months,5.32,A1,Source Verified,MO,20.25,26.0,15.9,64.0,784.0,780.0,5887.0,117.0,2.0,100.0,Fully Paid
6000.0, 36 months,10.64,B4,Source Verified,NC,7.24,7.0,41.1,10.0,724.0,720.0,524.0,168.0,18.0,80.0,Fully Paid
8000.0, 36 months,12.59,C2,Verified,MD,14.79,15.0,81.6,33.0,659.0,655.0,2350.0,382.0,21.0,100.0,Fully Paid
21000.0, 36 months,11.99,C1,Not Verified,FL,18.3,17.0,75.4,49.0,554.0,550.0,22810.0,244.0,6.0,89.6,Charged Off
15000.0, 36 months,7.91,A5,Not Verified,CA,21.15,13.0,69.7,20.0,699.0,695.0,24087.0,250.0,3.0,95.0,Fully Paid
30000.0, 36 months,8.49,B1,Source Verified,VA,18.68,17.0,62.6,46.0,709.0,705.0,14974.0,308.0,8.0,100.0,Fully Paid
12000.0, 60 months,11.99,C1,Not Verified,OH,11.81,7.0,52.8,31.0,739.0,735.0,14765.0,282.0,14.0,100.0,Fully Paid
14400.0, 60 months,15.77,D1,Verified,MA,11.41,11.0,79.0,18.0,554.0,550.0,17440.0,325.0,5.0,83.3,Charged Off
2500.0, 36 months,13.99,C4,Source Verified,CA,18.76,10.0,19.2,15.0,589.0,585.0,3602.0,37.0,2.0,100.0,Charged Off
5000.0, 36 months,7.89,A5,Verified,OK,27.99,17.0,1.8,37.0,714.0,710.0,2772.0,157.0,2.0,97.3,Fully Paid
3500.0, 36 months,7.49,A4,Not Verified,IL,22.31,10.0,9.8,34.0,664.0,660.0,4686.0,251.0,2.0,100.0,Fully Paid
15000.0, 60 months,18.2,E1,Source Verified,TX,30.0,13.0,74.8,30.0,649.0,645.0,18119.0,163.0,7.0,83.3,Charged Off
19900.0, 60 months,21.48,E5,Source Verified,FL,28.05,10.0,46.8,16.0,674.0,670.0,20648.0,245.0,13.0,93.7,Fully Paid
35000.0, 60 months,16.55,D2,Source Verified,WA,32.12,25.0,59.1,48.0,779.0,775.0,10518.0,605.0,6.0,100.0,Fully Paid
18500.0, 36 months,9.76,B3,Not Verified,GA,11.35,22.0,35.7,41.0,664.0,660.0,22666.0,226.0,4.0,100.0,Fully Paid
8000.0, 36 months,15.41,D1,Verified,KY,8.21,4.0,76.9,9.0,554.0,550.0,35855.0,132.0,6.0,66.7,Charged Off
20000.0, 60 months,22.99,F2,Source Verified,CA,9.14,9.0,85.7,21.0,654.0,650.0,58042.0,284.0,4.0,100.0,Fully Paid
5400.0, 36 months,10.64,B4,Source Verified,FL,14.4,4.0,46.7,5.0,789.0,785.0,3929.0,50.0,13.0,100.0,Fully Paid
24000.0, 36 months,9.17,B2,Verified,LA,20.92,15.0,45.0,23.0,724.0,720.0,8967.0,113.0,10.0,100.0,Fully Paid
21375.0, 36 months,17.86,D5,Source Verified,CA,17.43,19.0,64.4,43.0,754.0,750.0,14595.0,208.0,5.0,88.4,Fully Paid
26600.0, 60 months,23.99,F3,Source Verified,NY,34.43,16.0,80.2,25.0,584.0,580.0,3864.0,98.0,1.0,100.0,Charged Off
10000.0, 36 months,6.89,A3,Verified,HI,6.44,8.0,30.5,16.0,699.0,695.0,1464.0,183.0,7.0,68.7,Fully Paid
20000.0, 36 months,8.38,B1,Verified,IL,12.1,17.0,32.4,32.0,589.0,585.0,10289.0,170.0,7.0,96.9,Fully Paid
20000.0, 60 months,14.48,C5,Source Verified,GA,16.42,16.0,14.1,39.0,719.0,715.0,2150.0,173.0,3.0,90.9,Fully Paid
35000.0, 60 months,18.49,D5,Source Verified,TX,33.8,12.0,81.5,40.0,579.0,575.0,8831.0,259.0,8.0,100.0,Charged Off
7800.0, 36 months,12.88,C2,Verified,OR,20.4,15.0,35.8,15.0,649.0,645.0,3151.0,51.0,6.0,100.0,Fully Paid
7200.0, 36 months,13.67,C4,Source Verified,GA,17.44,13.0,45.4,26.0,654.0,650.0,15729.0,154.0,2.0,79.2,Fully Paid
5600.0, 36 months,13.67,C4,Verified,PA,35.98,15.0,46.8,44.0,649.0,645.0,18532.0,201.0,15.0,100.0,Fully Paid
8400.0, 36 months,6.89,A3,Source Verified,AZ,14.18,10.0,35.1,19.0,699.0,695.0,2457.0,214.0,20.0,89.5,Fully Paid
35000.0, 36 months,11.99,C1,Source Verified,NJ,9.49,6.0,43.3,9.0,734.0,730.0,8701.0,126.0,6.0,77.8,Fully Paid
7000.0, 36 months,9.8,B3,Source Verified,TX,18.0,14.0,87.5,23.0,719.0,715.0,15886.0,115.0,37.0,88.2,Fully Paid
7200.0, 36 months,18.2,E1,Source Verified,CT,19.68,23.0,52.2,39.0,629.0,625.0,13748.0,121.0,0.0,88.9,Fully Paid
35000.0, 60 months,10.78,B4,Source Verified,GA,11.43,20.0,32.6,23.0,784.0,780.0,16530.0,101.0,1.0,100.0,Fully Paid
10625.0, 60 months,17.27,D3,Source Verified,NM,26.12,16.0,81.3,24.0,619.0,615.0,13177.0,176.0,16.0,83.3,Fully Paid
6000.0, 36 months,8.38,B1,Source Verified,WA,4.85,5.0,25.3,29.0,734.0,730.0,1420.0,136.0,18.0,75.9,Fully Paid
20000.0, 60 months,15.41,D1,Source Verified,RI,20.14,12.0,24.6,20.0,759.0,755.0,2835.0,54.0,9.0,100.0,Fully Paid
16000.0, 36 months,9.17,B2,Not Verified,TX,8.84,12.0,25.5,21.0,809.0,805.0,2364.0,180.0,4.0,100.0,Fully Paid
34000.0, 36 months,9.17,B2,Source Verified,IL,27.36,12.0,81.1,25.0,704.0,700.0,14309.0,266.0,42.0,100.0,Fully Paid
10725.0, 36 months,13.44,C3,Verified,CA,35.41,10.0,67.2,21.0,619.0,615.0,4553.0,160.0,3.0,100.0,Charged Off
5000.0, 36 months,17.86,D5,Source Verified,TX,15.64,9.0,42.4,9.0,534.0,530.0,2038.0,109.0,7.0,100.0,Charged Off
23750.0, 60 months,15.41,D1,Not Verified,MI,24.44,11.0,76.0,24.0,739.0,735.0,2189.0,358.0,31.0,87.5,Fully Paid
9500.0, 36 months,9.17,B2,Source Verified,KY,14.95,7.0,40.4,17.0,704.0,700.0,5207.0,91.0,3.0,94.1,Fully Paid
35000.0, 60 months,20.99,E5,Source Verified,NC,1.44,4.0,40.5,14.0,659.0,655.0,105291.0,312.0,12.0,100.0,Fully Paid
2400.0, 36 months,10.64,B4,Source Verified,NY,19.59,12.0,70.7,18.0,659.0,655.0,2058.0,80.0,2.0,100.0,Fully Paid
20000.0, 36 months,6.89,A3,Source Verified,MA,34.55,22.0,53.8,36.0,694.0,690.0,7279.0,431.0,9.0,100.0,Fully Paid
35000.0, 36 months,7.89,A5,Source Verified,GA,24.74,18.0,32.4,33.0,739.0,735.0,26862.0,217.0,6.0,100.0,Fully Paid
35000.0, 60 months,9.76,B3,Source Verified,LA,18.7,11.0,41.9,43.0,709.0,705.0,39714.0,227.0,16.0,100.0,Fully Paid
24000.0, 36 months,11.22,B5,Verified,NY,4.23,7.0,83.0,12.0,674.0,670.0,2654.0,220.0,5.0,90.9,Fully Paid
15000.0, 36 months,7.91,A5,Verified,NM,24.01,16.0,37.5,50.0,679.0,675.0,3919.0,443.0,4.0,98.0,Fully Paid
7000.0, 36 months,7.89,A5,Not Verified,CO,30.66,14.0,70.4,31.0,679.0,675.0,18762.0,162.0,40.0,100.0,Fully Paid
12000.0, 36 months,7.26,A4,Not Verified,TX,21.71,17.0,48.0,42.0,664.0,660.0,2553.0,368.0,11.0,90.0,Fully Paid
14400.0, 36 months,13.67,C4,Not Verified,KY,35.36,13.0,70.7,38.0,724.0,720.0,27904.0,138.0,13.0,89.5,Fully Paid
21000.0, 60 months,7.49,A4,Not Verified,GA,20.27,19.0,13.4,32.0,814.0,810.0,9160.0,518.0,17.0,100.0,Fully Paid
25000.0, 36 months,11.22,B5,Source Verified,OH,17.97,28.0,45.6,44.0,709.0,705.0,9050.0,58.0,6.0,93.0,Fully Paid
15000.0, 36 months,8.49,B1,Verified,OR,10.84,14.0,58.0,26.0,734.0,730.0,7733.0,461.0,8.0,85.0,Fully Paid
1225.0, 36 months,11.99,C1,Source Verified,NY,0.05,5.0,6.7,8.0,689.0,685.0,1245.0,153.0,45.0,87.5,Fully Paid
16000.0, 60 months,14.48,C5,Verified,IN,11.14,20.0,20.3,58.0,679.0,675.0,18717.0,104.0,5.0,98.2,Fully Paid
35000.0, 36 months,7.89,A5,Source Verified,NC,21.95,20.0,61.0,43.0,694.0,690.0,13057.0,508.0,2.0,100.0,Fully Paid
17000.0, 36 months,9.17,B2,Source Verified,AZ,11.45,8.0,81.9,19.0,769.0,765.0,15065.0,231.0,8.0,84.2,Fully Paid
8400.0, 36 months,16.55,D2,Source Verified,OH,13.08,7.0,59.3,8.0,539.0,535.0,1611.0,38.0,3.0,100.0,Charged Off
14400.0, 60 months,23.13,F2,Verified,NY,32.82,14.0,44.7,21.0,724.0,720.0,3869.0,241.0,2.0,71.4,Fully Paid
4500.0, 36 months,9.17,B2,Not Verified,MI,22.76,9.0,27.8,42.0,674.0,670.0,1422.0,438.0,5.0,100.0,Fully Paid
22400.0, 60 months,17.86,D5,Not Verified,MI,28.88,12.0,88.5,17.0,534.0,530.0,7623.0,285.0,17.0,94.1,Charged Off
25000.0, 36 months,7.49,A4,Verified,GA,19.35,18.0,49.9,24.0,759.0,755.0,23440.0,108.0,1.0,95.8,Fully Paid
5950.0, 36 months,11.48,B5,Verified,CA,9.67,8.0,80.0,21.0,654.0,650.0,15445.0,242.0,8.0,86.0,Fully Paid
15000.0, 36 months,13.18,C3,Source Verified,NY,6.07,8.0,66.5,25.0,559.0,555.0,1565.0,152.0,13.0,88.0,Fully Paid
10000.0, 36 months,11.99,C1,Verified,MD,19.11,10.0,43.4,16.0,804.0,800.0,52868.0,270.0,12.0,93.7,Fully Paid
24000.0, 60 months,13.18,C3,Source Verified,TN,13.98,7.0,18.3,25.0,734.0,730.0,35218.0,246.0,16.0,84.0,Fully Paid
2800.0, 36 months,16.99,D3,Verified,FL,13.84,9.0,64.1,41.0,649.0,645.0,13523.0,178.0,0.0,100.0,Fully Paid
22900.0, 60 months,16.59,D2,Verified,MA,15.12,8.0,96.5,11.0,699.0,695.0,9463.0,99.0,42.0,100.0,Fully Paid
3000.0, 36 months,14.85,C5,Verified,TX,17.04,16.0,27.6,45.0,554.0,550.0,9854.0,212.0,1.0,80.0,Charged Off
9600.0, 36 months,12.59,C2,Verified,PA,18.68,8.0,87.7,34.0,574.0,570.0,27310.0,320.0,7.0,79.4,Fully Paid
6000.0, 36 months,5.32,A1,Not Verified,TX,16.59,8.0,16.4,29.0,784.0,780.0,10654.0,206.0,5.0,100.0,Fully Paid
16550.0, 36 months,14.48,C5,Not Verified,TX,14.61,19.0,17.1,29.0,594.0,590.0,635.0,183.0,9.0,100.0,Charged Off
9500.0, 36 months,8.38,B1,Source Verified,CA,18.94,24.0,41.7,33.0,749.0,745.0,11973.0,316.0,91.0,93.9,Fully Paid
6000.0, 36 months,10.78,B4,Verified,CA,11.15,14.0,15.2,26.0,669.0,665.0,715.0,151.0,1.0,96.2,Fully Paid
7000.0, 36 months,9.17,B2,Not Verified,CA,6.43,6.0,36.8,14.0,569.0,565.0,608.0,241.0,3.0,92.9,Fully Paid
10650.0, 36 months,8.49,B1,Source Verified,OK,7.19,13.0,51.1,29.0,639.0,635.0,22537.0,241.0,7.0,100.0,Charged Off
24000.0, 60 months,21.48,E5,Source Verified,OR,12.73,20.0,19.0,43.0,669.0,665.0,13286.0,185.0,2.0,91.4,Fully Paid
20000.0, 36 months,13.44,C3,Verified,CA,23.84,16.0,57.8,38.0,764.0,760.0,14805.0,138.0,5.0,86.8,Fully Paid
